eventid,iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2.01E+11,2008,4,16,Jharkhand,Giridih,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,4,19,Manipur,Imphal,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,4,19,Jharkhand,Ranchi,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,4,19,Manipur,Churanchandpur,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,4,19,Orissa,Malkangiri,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,4,20,Chhattisgarh,Bijapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,4,20,Haryana,Khowja,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,4,21,Manipur,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,4,22,West Bengal,Unkknown,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,4,22,Jharkhand,,Armed Assault,Business,Jharkhand Liberation Tigers (JLT),Unknown
2.01E+11,2008,4,24,Manipur,Imphal,Bombing/Explosion,Government (General),Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2008,4,24,Assam,Kokrajhar,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,4,26,Tripura,West Tripura,Hostage Taking (Kidnapping),Private Citizens & Property,National Liberation Front of Tripura (NLFT),Firearms
2.01E+11,2008,4,26,Manipur,,Unknown,Business,Hmar People's Convention-Democracy (HPC-D),Unknown
2.01E+11,2008,4,27,Jammu and Kashmir,Baramulla,Bombing/Explosion,Private Citizens & Property,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.01E+11,2008,4,27,Jammu and Kashmir,Baramulla,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,4,29,Bihar,Nawada,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,4,30,Jharkhand,Giridih,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,4,30,Orissa,Malkangiri,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,5,1,Manipur,Chandel,Bombing/Explosion,Military,United National Liberation Front (UNLF),Explosives/Bombs/Dynamite
2.01E+11,2008,5,3,Manipur,Imphal,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2008,5,3,Jammu and Kashmir,Keshwan Kishtwar,Armed Assault,Government (General),Hizbul Mujahideen (HM),Unknown
2.01E+11,2008,5,4,West Bengal,Puruliya,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,5,6,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,6,Chhattisgarh,Dantewara,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2008,5,7,Jharkhand,Hazaribag,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,5,8,Chhattisgarh,Kanker,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,5,8,Manipur,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,9,Manipur,Imphal,Bombing/Explosion,Educational Institution,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2008,5,10,Karnataka,Hubli,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,10,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2008,5,10,Assam,North Cachar Hills,Armed Assault,Transportation,Dima Halao Daoga (DHD),Firearms
2.01E+11,2008,5,11,Assam,Cachar,Armed Assault,Business,Liberation Tigers of Tamil Eelam (LTTE),Firearms
2.01E+11,2008,5,11,Jammu and Kashmir,Jammu,Assassination,Government (General),Lashkar-e-Taiba (LeT),Firearms
2.01E+11,2008,5,11,Jammu and Kashmir,Jammu,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown
2.01E+11,2008,5,11,West Bengal,Bandwan,Bombing/Explosion,Military,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,5,12,Assam,North Cachar Hills,Armed Assault,Business,Dima Halao Daoga (DHD),Firearms
2.01E+11,2008,5,13,Jammu and Kashmir,Shopian,Hostage Taking (Kidnapping),Police,Unknown,Unknown
2.01E+11,2008,5,13,West Bengal,Siliguri,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,14,West Bengal,Alipur Duar,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2008,5,14,West Bengal,Howrah,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,14,West Bengal,Nadia,Unarmed Assault,Government (General),Unknown,Melee
2.01E+11,2008,5,15,Assam,North Cachar Hills,Armed Assault,Business,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2008,5,15,Assam,North Cachar Hills,Armed Assault,Transportation,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2008,5,15,Orissa,Rayagada,Armed Assault,Private Citizens & Property,Maoists,Firearms
2.01E+11,2008,5,15,Bihar,Sitamarhi,Bombing/Explosion,Transportation,Maoists,Explosives/Bombs/Dynamite
2.01E+11,2008,5,16,Nagaland,Dimapur,Armed Assault,Government (General),National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2008,5,16,Jharkhand,Lohardaga,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,5,17,Jammu and Kashmir,,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,18,West Bengal,Murshidabad,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,18,Chhattisgarh,Narayanpur,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Unknown
2.01E+11,2008,5,18,West Bengal,Murshidabad,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,18,West Bengal,Murshidabad,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,5,19,Andhra pradesh,Khammam,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,5,19,Assam,Tinsukia,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2008,5,20,Manipur,Bishenpur,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
2.01E+11,2008,5,21,Manipur,Bishenpur,Facility/Infrastructure Attack,Government (General),Unknown,Incendiary
2.01E+11,2008,5,21,Nagaland,Dimapur,Armed Assault,Business,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms
2.01E+11,2008,5,21,Jharkhand,Gumla,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,5,22,Jammu and Kashmir,Doda,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,5,22,Manipur,Imphal,Armed Assault,Military,Unknown,Firearms
2.01E+11,2008,5,22,Manipur,Yairipok,Bombing/Explosion,Business,People's United Liberation Front (PULF),Explosives/Bombs/Dynamite
2.01E+11,2008,5,23,Jammu and Kashmir,Pulwama,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,5,23,Manipur,Ukhrul,Bombing/Explosion,Unknown,Naga People’s Council (NPC),Explosives/Bombs/Dynamite
2.01E+11,2008,5,24,Assam,Tinsukia,Armed Assault,Private Citizens & Property,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2008,5,25,Manipur,Imphal,Bombing/Explosion,Business,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
2.01E+11,2008,5,25,Manipur,Imphal,Bombing/Explosion,Business,People's United Liberation Front (PULF),Explosives/Bombs/Dynamite
2.01E+11,2008,5,26,Orissa,Malkangiri,Hostage Taking (Kidnapping),Government (General),Maoists,Firearms
2.01E+11,2008,5,27,Assam,Goalpara,Armed Assault,Business,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2008,5,27,Bihar,Munger,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,5,27,Bihar,,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,5,28,Nagaland,Dimapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2008,5,30,Chhattisgarh,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,6,2,Bihar,Jamui,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,2,West Bengal,Kharagpur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,2,Nagaland,Dimapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,6,3,Chhattisgarh,Narayanpur,Facility/Infrastructure Attack,Utilities,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,6,4,Maharashtra,Thane,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,4,Nagaland,Dimapur,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Unknown,Incendiary
2.01E+11,2008,6,4,Jammu and Kashmir,Kangan,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,5,Manipur,Imphal,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,6,5,Manipur,Chandel,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,5,Chhattisgarh,Dantewada,Bombing/Explosion,Utilities,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,5,Bihar,Gopalganj,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,5,Chhattisgarh,Dantewada,Bombing/Explosion,Utilities,Naxalites,Explosives/Bombs/Dynamite
2.01E+11,2008,6,7,Orissa,Koraput,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,6,8,Chhattisgarh,Durg,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,9,Manipur,Thoubal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,9,Manipur,Bishenpur,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,6,9,Chhattisgarh,Dantewada,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2008,6,9,Chhattisgarh,Dantewada,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Sabotage Equipment
2.01E+11,2008,6,11,Orissa,Keonjhar,Armed Assault,NGO,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,6,11,Orissa,Keonjhar,Facility/Infrastructure Attack,NGO,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2008,6,11,Meghalaya,Jaintia,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,12,Manipur,Imphal,Bombing/Explosion,Police,Kuki Liberation Army (KLA),Explosives/Bombs/Dynamite
2.01E+11,2008,6,12,Chhattisgarh,Dantewada,Armed Assault,NGO,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,6,13,Manipur,Imphal,Hostage Taking (Kidnapping),Private Citizens & Property,Kanglei Yawol Kanna Lup (KYKL),Firearms
2.01E+11,2008,6,14,Maharashtra,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,6,15,Bihar,Jehanabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
2.01E+11,2008,6,16,Jharkhand,Dhanbad,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,16,Chhattisgarh,Bijapur,Armed Assault,Private Citizens & Property,Naxalites,Melee
2.01E+11,2008,6,18,Arunachal Pradesh,Itanagar,Hostage Taking (Kidnapping),Government (General),Unknown,Unknown
2.01E+11,2008,6,19,Manipur,Wangoi,Armed Assault,Government (General),Unknown,Firearms
2.01E+11,2008,6,19,Jammu and Kashmir,Budgam,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,20,Jharkhand,Ranchi,Bombing/Explosion,Transportation,People's Liberation Front of India,Explosives/Bombs/Dynamite
2.01E+11,2008,6,20,Manipur,Imphal,Armed Assault,Government (General),People's Revolutionary Party of Kangleipak (PREPAK),Firearms
2.01E+11,2008,6,21,Manipur,Thoubal,Armed Assault,Transportation,People's Revolutionary Party of Kangleipak (PREPAK),Firearms
2.01E+11,2008,6,21,Assam,Udalguri,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,21,Assam,Udalguri,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,21,Jammu and Kashmir,Doda,Bombing/Explosion,Unknown,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,6,22,Jharkhand,Chatra,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,6,22,Jharkhand,Chatra,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,22,Jharkhand,Chatra,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,6,22,Jharkhand,Chatra,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
2.01E+11,2008,6,23,Assam,Baksa,Armed Assault,NGO,Bodo Liberation Tigers (BLT),Firearms
2.01E+11,2008,6,26,Bihar,Gaya,Facility/Infrastructure Attack,Telecommunication,Maoists,Incendiary
2.01E+11,2008,6,26,Manipur,Bishenpur,Bombing/Explosion,Private Citizens & Property,People's Revolutionary Party of Kangleipak (PREPAK),Explosives/Bombs/Dynamite
2.01E+11,2008,6,26,Nagaland,Dimapur,Armed Assault,Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2008,6,27,Chhattisgarh,Bijapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,6,27,Assam,Nagaon,Bombing/Explosion,Transportation,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2008,6,29,Assam,Guwahati,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2008,6,29,Assam,Nagaon,Bombing/Explosion,Police,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2008,6,29,Assam,Mangaldai,Armed Assault,Terrorists/Non-State Militia,United Liberation Front of Assam (ULFA),Firearms
2.01E+11,2008,6,29,Bihar,Gaya,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,6,30,Assam,Karbi Anglong,Bombing/Explosion,Private Citizens & Property,United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite
2.01E+11,2008,7,1,Chhattisgarh,Bastar,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,7,1,Manipur,Imphal,Hijacking,Transportation,Kanglei Yawol Kanna Lup (KYKL),Firearms
2.01E+11,2008,7,1,Orissa,Koraput,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,2,Jharkhand,Dhanbad,Armed Assault,Food or Water Supply,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,7,2,Orissa,Malkangiri,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Incendiary
2.01E+11,2008,7,2,Jharkhand,Dhanbad,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
2.01E+11,2008,7,2,Jammu and Kashmir,Doda,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,7,2,Bihar,Saran,Bombing/Explosion,Transportation,Naxalites,Explosives/Bombs/Dynamite
2.01E+11,2008,7,2,Assam,Kokrajhar,Hostage Taking (Kidnapping),Business,All Kamatapur Liberation Force,Unknown
2.01E+11,2008,7,3,Jharkhand,Palamau,Bombing/Explosion,Private Citizens & Property,Maoists,Explosives/Bombs/Dynamite
2.01E+11,2008,7,3,Assam,Baksa,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,7,3,Manipur,Senapati,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown
2.01E+11,2008,7,4,Manipur,Thoubal,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,7,5,Bihar,East Champaran,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,5,Assam,Baksa,Armed Assault,Violent Political Party,Unknown,Firearms
2.01E+11,2008,7,5,Jharkhand,Latehar,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
2.01E+11,2008,7,9,Nagaland,Dimapur,Armed Assault,Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Unknown
2.01E+11,2008,7,10,Jammu and Kashmir,Kupwara,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,7,10,Manipur,Senapati,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,7,10,Nagaland,Dimapur,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2008,7,10,Nagaland,Kohima,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms
2.01E+11,2008,7,11,Assam,Bongaigaon,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
2.01E+11,2008,7,11,Bihar,Jamui,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,11,Bihar,Munger,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,11,Bihar,Jamui,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,11,Nagaland,Dimapur,Armed Assault,Terrorists/Non-State Militia,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms
2.01E+11,2008,7,12,Chhattisgarh,Bastar,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.01E+11,2008,7,14,Jammu and Kashmir,Kishtwar,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.01E+11,2008,7,14,Nagaland,Kohima,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms
2.01E+11,2008,7,15,Orissa,Malkangiri,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Incendiary
2.01E+11,2008,7,16,Orissa,Malkangiri,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
2.01E+11,2008,7,17,Manipur,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
